0,732.8506723283793
1,489.91824479179667
2,382.5128336850578
3,334.3247323232519
4,312.0729031290403
5,301.229009151145
6,295.440961312214
7,291.9239926101372
8,289.451539959548
9,287.478969365395
10,285.76106403507976
11,284.1848150479003
12,282.69615517536016
13,281.2677264083631
14,279.88460203192153
15,278.5378878504952
16,277.2217982693689
17,275.93227778857147
18,274.66631958486283
19,273.42160591030415
20,272.1963025823834
21,270.9889313087413
22,269.79828420506175
23,268.6233631277455
24,267.4633348262871
25,266.3174968961481
26,265.1852514923269
27,264.0660848162135
28,262.95955099350994
29,261.8652593382761
30,260.7828642507309
31,259.71205717508445
32,258.65256017493437
33,257.6041207826117
34,256.56650785444185
35,255.53950822221648
36,254.52292397643959
37,253.51657025216628
38,252.52027341577724
39,251.53386957255287
40,250.55720333176572
41,249.590126779221
42,248.63249861754744
43,247.68418344269006
44,246.7450511314708
45,245.81497632013682
46,244.89383795780626
47,243.9815189218748
48,243.0779056849453
49,242.18288802482823
50,241.29635877073687
51,240.41821358006405
52,239.54835074113262
53,238.6866709981233
54,237.83307739503374
55,236.98747513605028
56,236.14977146014078
57,235.31987552802687
58,234.4976983199761
59,233.6831525430925
60,232.8761525469745
61,232.07661424677224
62,231.28445505280789
63,230.49959380603823
64,229.72195071872932
65,228.95144731979755
66,228.1880064043349
67,227.43155198689877
68,226.68200925819366
69,225.93930454481637
70,225.20336527177352
71,224.47411992751242
72,223.7514980312345
73,223.03543010228577
74,222.32584763143973
75,221.62268305390765
76,220.9258697239281
77,220.23534189080263
78,219.5510346762572
79,218.87288405302067
80,218.20082682452392
81,217.53480060562927
82,216.87474380431212
83,216.2205956042196
84,215.57229594804343
85,214.9297855216445
86,214.29300573887542
87,213.66189872705226
88,213.03640731302903
89,212.41647500983413
90,211.80204600383092
91,211.1930651423678
92,210.5894779218865
93,209.99123047645878
94,209.39826956672562
95,208.8105425692144
96,208.22799746601117
97,207.6505828347673
98,207.07824783902214
99,206.51094221882263
100,205.9486162816253
101,205.39122089346392
102,204.83870747037028
103,204.29102797003367
104,203.74813488368886
105,203.209981228219
106,202.67652053846592
107,202.14770685973537
108,201.6234947404903
109,201.1038392252223
110,200.58869584749408
111,200.07802062314582
112,199.5717700436572
113,199.06990106966057
114,198.5723711245971
115,198.07913808851202
116,197.5901602919822
117,197.10539651017191
118,196.62480595701155
119,196.14834827949463
120,195.67598355208952
121,195.207672271261
122,194.7433753500986
123,194.28305411304743
124,193.82667029073866
125,193.37418601491618
126,192.92556381345602
127,192.48076660547616
128,192.0397576965336
129,191.60250077390606
130,191.16895990195576
131,190.73909951757307
132,190.3128844256973
133,189.89027979491317
134,189.47125115311965
135,189.0557643832706
136,188.64378571918402
137,188.2352817414187
138,187.83021937321683
139,187.42856587650965
140,187.0302888479859
141,186.63535621522078
142,186.24373623286382
143,185.85539747888453
144,185.4703088508746
145,185.08843956240423
146,184.70975913943337
147,184.33423741677413
148,183.96184453460526
149,183.5925509350362
150,183.22632735872045
151,182.86314484151646
152,182.50297471119558
153,182.14578858419594
154,181.79155836242083
155,181.44025623008136
156,181.09185465058212
157,180.74632636344876
158,180.4036443812972
159,180.06378198684288
160,179.72671272995024
161,179.39241042472077
162,179.06084914661932
163,178.7320032296378
164,178.40584726349576
165,178.08235609087694
166,177.76150480470122
167,177.44326874543134
168,177.12762349841384
169,176.8145448912533
170,176.5040089912199
171,176.19599210268888
172,175.89047076461213
173,175.587421748021
174,175.28682205355966
175,174.98864890904906
176,174.69287976707994
177,174.39949230263585
178,174.10846441074443
179,173.81977420415706
180,173.5334000110564
181,173.2493203727913
182,172.96751404163874
183,172.68795997859223
184,172.41063735117623
185,172.13552553128667
186,171.8626040930564
187,171.59185281074576
188,171.3232516566579
189,171.05678079907796
190,170.79242060023654
191,170.53015161429627
192,170.26995458536177
193,170.01181044551257
194,169.7557003128582
195,169.5016054896157
196,169.24950746020906
197,168.99938788939008
198,168.75122862038046
199,168.50501167303514
200,168.26071924202597
201,168.0183336950461
202,167.77783757103415
203,167.53921357841878
204,167.30244459338223
205,167.06751365814344
206,166.83440397926054
207,166.60309892595157
208,166.37358202843427
209,166.145836976284
210,165.9198476168097
211,165.69559795344782
212,165.4730721441737
213,165.25225449993073
214,165.03312948307618
215,164.81568170584447
216,164.59989592882667
217,164.38575705946718
218,164.17325015057617
219,163.96236039885844
220,163.75307314345807
221,163.545373864519
222,163.33924818176092
223,163.13468185307062
224,162.93166077310846
225,162.73017097192985
226,162.5301986136216
227,162.3317299949525
228,162.13475154403903
229,161.9392498190247
230,161.74521150677367
231,161.55262342157855
232,161.36147250388152
233,161.1717458190095
234,160.98343055592247
